rxn_code,mech_id,namerxn,step,smarts_reactant,smarts_product,full_smarts
8.1.24,6304,Ketone Swern oxidation,2,[Cl:1]-[C:2](=[O:3])-[C:4](=[O;H0;+0:5])-[O;H0;+0:6]-[S;+1;H0:7](-[C;H3:8])-[C;H3:9].[Cl;-1;H0:10],[Cl;-1;H0:1].[Cl;H0;+0:10]-[S;+1;H0:7](-[C;H3:8])-[C;H3:9].[O;+1;H0:3]#[C;-1;H0:2].[O;H0;+0:6]=[C:4]=[O;H0;+0:5],[Cl:1]-[C:2](=[O:3])-[C:4](=[O;H0;+0:5])-[O;H0;+0:6]-[S;+1;H0:7](-[C;H3:8])-[C;H3:9].[Cl;-1;H0:10]>>[Cl;-1;H0:1].[Cl;H0;+0:10]-[S;+1;H0:7](-[C;H3:8])-[C;H3:9].[O;+1;H0:3]#[C;-1;H0:2].[O;H0;+0:6]=[C:4]=[O;H0;+0:5]
8.1.24,6320,Ketone Swern oxidation,2,[#6:1]-[O;H1;+0:2].[S;+1:3](-[O:4]-[C:5]=[O;+0:6])(-[C;H3:7])-[C;H3:8],[#6:1]-[O;+1;H1:2]-[S;+0:3](-[O:4]-[C:5]=[O;+0:6])(-[C;H3:7])-[C;H3:8],[#6:1]-[O;H1;+0:2].[S;+1:3](-[O:4]-[C:5]=[O;+0:6])(-[C;H3:7])-[C;H3:8]>>[#6:1]-[O;+1;H1:2]-[S;+0:3](-[O:4]-[C:5]=[O;+0:6])(-[C;H3:7])-[C;H3:8]
8.1.24,6306,Ketone Swern oxidation,3,[#6:1]-[O;H1;+0:2].[Cl;H0;+0:3]-[S;+1;H0:4](-[C;H3:5])-[C;H3:6],[#6:1]-[O;+1;H1:2]-[S;H0;+0:4](-[Cl;H0;+0:3])(-[C;H3:5])-[C;H3:6],[#6:1]-[O;H1;+0:2].[Cl;H0;+0:3]-[S;+1;H0:4](-[C;H3:5])-[C;H3:6]>>[#6:1]-[O;+1;H1:2]-[S;H0;+0:4](-[Cl;H0;+0:3])(-[C;H3:5])-[C;H3:6]
8.1.24,6322,Ketone Swern oxidation,3,[#6:1]-[O;+1;H1:2]-[S;+0:3](-[O;H0;+0:4]-[C:5]=[O;+0:6])(-[C;H3:7])-[C;H3:8],[#6:1]-[O;H0;+0:2]-[S;+1:3](-[C;H3:7])-[C;H3:8].[O;H1;+0:4]-[C:5]=[O;+0:6],[#6:1]-[O;+1;H1:2]-[S;+0:3](-[O;H0;+0:4]-[C:5]=[O;+0:6])(-[C;H3:7])-[C;H3:8]>>[#6:1]-[O;H0;+0:2]-[S;+1:3](-[C;H3:7])-[C;H3:8].[O;H1;+0:4]-[C:5]=[O;+0:6]
8.1.24,6308,Ketone Swern oxidation,4,[Cl;H0;+0:1]-[S;H0;+0:2](-[O;+1;H1:3])(-[C;H3:4])-[C;H3:5],[Cl;-1;H0:1].[S;+1;H0:2](-[O;H0;+0:3])(-[C;H3:4])-[C;H3:5],[Cl;H0;+0:1]-[S;H0;+0:2](-[O;+1;H1:3])(-[C;H3:4])-[C;H3:5]>>[Cl;-1;H0:1].[S;+1;H0:2](-[O;H0;+0:3])(-[C;H3:4])-[C;H3:5]
8.1.24,6324,Ketone Swern oxidation,4,[S;+1;H0:1](-[O;H0;+0:2])(-[C;H3:3])-[C;H3;+0:4],[S;+1;H0:1](-[O;H0;+0:2])(-[C;-1;H2:4])-[C;H3:3],[S;+1;H0:1](-[O;H0;+0:2])(-[C;H3:3])-[C;H3;+0:4]>>[S;+1;H0:1](-[O;H0;+0:2])(-[C;-1;H2:4])-[C;H3:3]
8.1.24,6310,Ketone Swern oxidation,5,[S;+1;H0:1](-[O;H0;+0:2])(-[C;H3:3])-[C;H3;+0:4],[S;+1;H0:1](-[O;H0;+0:2])(-[C;-1;H2:4])-[C;H3:3],[S;+1;H0:1](-[O;H0;+0:2])(-[C;H3:3])-[C;H3;+0:4]>>[S;+1;H0:1](-[O;H0;+0:2])(-[C;-1;H2:4])-[C;H3:3]
8.1.24,6326,Ketone Swern oxidation,5,[S;+1;H0:1](-[O;H0;+0:2]-[C;H2:3])(-[C;-1;H2:4])-[C;H3:5],[S;H0;+0:1](-[C;H3:5])-[C;H3;+0:4].[O;H0;+0:2]=[C;H1:3],[S;+1;H0:1](-[O;H0;+0:2]-[C;H2:3])(-[C;-1;H2:4])-[C;H3:5]>>[S;H0;+0:1](-[C;H3:5])-[C;H3;+0:4].[O;H0;+0:2]=[C;H1:3]
8.1.24,6328,Ketone Swern oxidation,5,[S;+1;H0:1](-[O;H0;+0:2]-[C;H1:3])(-[C;-1;H2:4])-[C;H3:5],[S;H0;+0:1](-[C;H3:5])-[C;H3;+0:4].[O;H0;+0:2]=[C;H0:3],[S;+1;H0:1](-[O;H0;+0:2]-[C;H1:3])(-[C;-1;H2:4])-[C;H3:5]>>[S;H0;+0:1](-[C;H3:5])-[C;H3;+0:4].[O;H0;+0:2]=[C;H0:3]
8.1.24,6312,Ketone Swern oxidation,6,[S;+1;H0:1](-[O;H0;+0:2]-[C;H2:3])(-[C;-1;H2:4])-[C;H3:5],[S;H0;+0:1](-[C;H3:5])-[C;H3;+0:4].[O;H0;+0:2]=[C;H1:3],[S;+1;H0:1](-[O;H0;+0:2]-[C;H2:3])(-[C;-1;H2:4])-[C;H3:5]>>[S;H0;+0:1](-[C;H3:5])-[C;H3;+0:4].[O;H0;+0:2]=[C;H1:3]
8.1.24,6314,Ketone Swern oxidation,6,[S;+1;H0:1](-[O;H0;+0:2]-[C;H1:3])(-[C;-1;H2:4])-[C;H3:5],[S;H0;+0:1](-[C;H3:5])-[C;H3;+0:4].[O;H0;+0:2]=[C;H0:3],[S;+1;H0:1](-[O;H0;+0:2]-[C;H1:3])(-[C;-1;H2:4])-[C;H3:5]>>[S;H0;+0:1](-[C;H3:5])-[C;H3;+0:4].[O;H0;+0:2]=[C;H0:3]
8.1.3,5627,Ketone Dess-Martin oxidation,,[#6:1]1([#6:2][#6:3][I:4]([#8:5][#6:6]([#6:7])=[#8:8])[#8:9]1)=[#8:10],[#6:1]1([#6:2][#6:3][I;+1:4][#8:9]1)=[#8:10].[#6:6]([#6:7])(=[#8:8])[#8;-1:5],[#6:1]1([#6:2][#6:3][I:4]([#8:5][#6:6]([#6:7])=[#8:8])[#8:9]1)=[#8:10]>>[#6:1]1([#6:2][#6:3][I;+1:4][#8:9]1)=[#8:10].[#6:6]([#6:7])(=[#8:8])[#8;-1:5]
8.1.3,5629,Ketone Dess-Martin oxidation,1,[#6:1]1([#6:2][#6:3][I;+1:4][#8:5]1)=[#8:6].[#6:7]-[#8;H1:8],[#6:1]1([#6:2][#6:3][I;+0:4]([#8:5]1)[#8;+1;H1:8]-[#6:7])=[#8:6],[#6:1]1([#6:2][#6:3][I;+1:4][#8:5]1)=[#8:6].[#6:7]-[#8;H1:8]>>[#6:1]1([#6:2][#6:3][I;+0:4]([#8:5]1)[#8;+1;H1:8]-[#6:7])=[#8:6]
8.1.3,5631,Ketone Dess-Martin oxidation,2,[#6:1]1([#6:2][#6:3][I:4]([#8:5]1)[#8;+1;H1:6]-[#6:7])=[#8:8],[#6:1]1([#6:2][#6:3][I:4]([#8:5]1)[#8;H0;+0:6]-[#6:7])=[#8:8],[#6:1]1([#6:2][#6:3][I:4]([#8:5]1)[#8;+1;H1:6]-[#6:7])=[#8:8]>>[#6:1]1([#6:2][#6:3][I:4]([#8:5]1)[#8;H0;+0:6]-[#6:7])=[#8:8]
8.1.3,5633,Ketone Dess-Martin oxidation,3,[#6:1]([#6:2])(=[#8:3])[#8:4]-[I:5][#8;H0;+0:6]-[#6;H2:7],[#6:1]([#6:2])(=[#8:3])[#8;-1:4].[#6;H1;+0:7]=[#8;H0;+0:6].[I:5],[#6:1]([#6:2])(=[#8:3])[#8:4]-[I:5][#8;H0;+0:6]-[#6;H2:7]>>[#6:1]([#6:2])(=[#8:3])[#8;-1:4].[#6;H1;+0:7]=[#8;H0;+0:6].[I:5]
8.1.3,5635,Ketone Dess-Martin oxidation,3,[#6:1]([#6:2])(=[#8:3])[#8:4]-[I:5][#8;H0;+0:6]-[#6;H1:7],[#6:1]([#6:2])(=[#8:3])[#8;-1:4].[#6;H0;+0:7]=[#8;H0;+0:6].[I:5],[#6:1]([#6:2])(=[#8:3])[#8:4]-[I:5][#8;H0;+0:6]-[#6;H1:7]>>[#6:1]([#6:2])(=[#8:3])[#8;-1:4].[#6;H0;+0:7]=[#8;H0;+0:6].[I:5]
8.2.2,4139,Sulfanyl to sulfonyl,,[S;H0;D2;+0:1].[O;H1;+0:2]-[O;H1;+0:3],[S;-1;H0:1]-[O;+1;H1:2]-[O;H1;+0:3],[S;H0;D2;+0:1].[O;H1;+0:2]-[O;H1;+0:3]>>[S;-1;H0:1]-[O;+1;H1:2]-[O;H1;+0:3]
8.2.2,4140,Sulfanyl to sulfonyl,,[#6:1](=[#8:2])-[#8:3]-[#8;H1:4].[S;H0;D2;+0:5],[#6:1](=[#8:3])-[#8;H1:2].[S;H0;+0:5]=[#8;H0:4],[#6:1](=[#8:2])-[#8:3]-[#8;H1:4].[S;H0;D2;+0:5]>>[#6:1](=[#8:3])-[#8;H1:2].[S;H0;+0:5]=[#8;H0:4]
8.2.2,4141,Sulfanyl to sulfonyl,,[#6:1](=[#8:2])-[#8:3]-[#8;-1;H0:4].[S;H0;D2;+0:5],[#6:1](=[#8:3])-[#8;-1;H0:2].[S;H0;+0:5]=[#8;H0:4],[#6:1](=[#8:2])-[#8:3]-[#8;-1;H0:4].[S;H0;D2;+0:5]>>[#6:1](=[#8:3])-[#8;-1;H0:2].[S;H0;+0:5]=[#8;H0:4]
8.2.2,4142,Sulfanyl to sulfonyl,1,[S;-1;H0:1]-[O;+1;H1:2]-[O;H1;+0:3],[S;H0;+0:1]=[O;+1;H1:2].[O;-1;H1:3],[S;-1;H0:1]-[O;+1;H1:2]-[O;H1;+0:3]>>[S;H0;+0:1]=[O;+1;H1:2].[O;-1;H1:3]
8.2.2,4143,Sulfanyl to sulfonyl,2,[S;H0;+0:1]=[O;+1;H1:2],[S;H0;+0:1]=[O;H0;+0:2],[S;H0;+0:1]=[O;+1;H1:2]>>[S;H0;+0:1]=[O;H0;+0:2]
8.2.2,4144,Sulfanyl to sulfonyl,3,[S;D3;H0;+0:1].[O;H1;+0:2]-[O;H1;+0:3],[S;-1;H0:1]-[O;+1;H1:2]-[O;H1;+0:3],[S;D3;H0;+0:1].[O;H1;+0:2]-[O;H1;+0:3]>>[S;-1;H0:1]-[O;+1;H1:2]-[O;H1;+0:3]
8.2.2,4145,Sulfanyl to sulfonyl,3,[#6:1](=[#8:2])-[#8:3]-[#8;H1:4].[S;D3;H0;+0:5],[#6:1](=[#8:3])-[#8;H1:2].[S;H0;+0:5]=[#8;H0:4],[#6:1](=[#8:2])-[#8:3]-[#8;H1:4].[S;D3;H0;+0:5]>>[#6:1](=[#8:3])-[#8;H1:2].[S;H0;+0:5]=[#8;H0:4]
8.2.2,4146,Sulfanyl to sulfonyl,3,[#6:1](=[#8:2])-[#8:3]-[#8;-1;H0:4].[S;D3;H0;+0:5],[#6:1](=[#8:3])-[#8;-1;H0:2].[S;H0;+0:5]=[#8;H0:4],[#6:1](=[#8:2])-[#8:3]-[#8;-1;H0:4].[S;D3;H0;+0:5]>>[#6:1](=[#8:3])-[#8;-1;H0:2].[S;H0;+0:5]=[#8;H0:4]
8.2.2,4147,Sulfanyl to sulfonyl,4,[S;-1;H0:1]-[O;+1;H1:2]-[O;H1;+0:3],[S;H0;+0:1]=[O;+1;H1:2].[O;-1;H1:3],[S;-1;H0:1]-[O;+1;H1:2]-[O;H1;+0:3]>>[S;H0;+0:1]=[O;+1;H1:2].[O;-1;H1:3]
8.2.2,4148,Sulfanyl to sulfonyl,5,[S;H0;+0:1]=[O;+1;H1:2],[S;H0;+0:1]=[O;H0;+0:2],[S;H0;+0:1]=[O;+1;H1:2]>>[S;H0;+0:1]=[O;H0;+0:2]
8.4.2,6016,Nitrogen oxidation,,[n:1].[O;H1:2]-[O;H0:3]-[C:4]=[O;H0:5],[n;+1:1]-[O;-1;H0:2].[O;H1:5]-[C:4]=[O;H0:3],[n:1].[O;H1:2]-[O;H0:3]-[C:4]=[O;H0:5]>>[n;+1:1]-[O;-1;H0:2].[O;H1:5]-[C:4]=[O;H0:3]
8.4.2,6017,Nitrogen oxidation,,[n:1].[O;-1;H0:2]-[O;H0:3]-[C:4]=[O;H0:5],[n;+1:1]-[O;-1;H0:2].[O;-1;H0:5]-[C:4]=[O;H0:3],[n:1].[O;-1;H0:2]-[O;H0:3]-[C:4]=[O;H0:5]>>[n;+1:1]-[O;-1;H0:2].[O;-1;H0:5]-[C:4]=[O;H0:3]
8.8.6,6829,Pinnick oxidation,,[Cl:1](=[O:2])-[O;-1;H0:3],[Cl:1](=[O:2])-[O;H1;+0:3],[Cl:1](=[O:2])-[O;-1;H0:3]>>[Cl:1](=[O:2])-[O;H1;+0:3]
8.8.6,6830,Pinnick oxidation,1,[Cl:1](=[O:2])-[O;H1;+0:3].[O:4]=[C;H1:5],[Cl:1](=[O:2])-[O;-1;H0:3].[O;+1;H1:4]=[C;H1:5],[Cl:1](=[O:2])-[O;H1;+0:3].[O:4]=[C;H1:5]>>[Cl:1](=[O:2])-[O;-1;H0:3].[O;+1;H1:4]=[C;H1:5]
8.8.6,6831,Pinnick oxidation,2,[Cl:1](=[O:2])-[O;-1:3].[O;+1;H1:4]=[C;H1:5],[Cl:1](=[O:2])-[O;+0:3]-[C;H1:5]-[O;H1;+0:4],[Cl:1](=[O:2])-[O;-1:3].[O;+1;H1:4]=[C;H1:5]>>[Cl:1](=[O:2])-[O;+0:3]-[C;H1:5]-[O;H1;+0:4]
8.8.6,6832,Pinnick oxidation,3,[Cl:1](=[O;H0:2])-[O;+0:3]-[C;H1:4]-[O;H1;+0:5],[Cl:1]-[O;H1:2].[O;H1;+0:5]-[C;H0:4]=[O;+0:3],[Cl:1](=[O;H0:2])-[O;+0:3]-[C;H1:4]-[O;H1;+0:5]>>[Cl:1]-[O;H1:2].[O;H1;+0:5]-[C;H0:4]=[O;+0:3]
8.8.7,6682,Bromo Kornblum oxidation,,"[#6:1]-[Cl,Br:2].[S:3]=[O:4]","[#6:1]-[O:4]-[S;+1:3].[Cl,Br;-1:2]","[#6:1]-[Cl,Br:2].[S:3]=[O:4]>>[#6:1]-[O:4]-[S;+1:3].[Cl,Br;-1:2]"
8.8.7,6684,Bromo Kornblum oxidation,1,[#6;H3:1]-[O:2]-[S;+1:3],[#6;H2:1]=[O:2].[S;+0:3],[#6;H3:1]-[O:2]-[S;+1:3]>>[#6;H2:1]=[O:2].[S;+0:3]
8.8.7,6686,Bromo Kornblum oxidation,1,[#6;H2:1]-[O:2]-[S;+1:3],[#6;H1:1]=[O:2].[S;+0:3],[#6;H2:1]-[O:2]-[S;+1:3]>>[#6;H1:1]=[O:2].[S;+0:3]
8.8.7,6688,Bromo Kornblum oxidation,1,[#6;H1:1]-[O:2]-[S;+1:3],[#6;H0:1]=[O:2].[S;+0:3],[#6;H1:1]-[O:2]-[S;+1:3]>>[#6;H0:1]=[O:2].[S;+0:3]
8.8.8,6683,Chloro Kornblum oxidation,,"[#6:1]-[Cl,Br:2].[S:3]=[O:4]","[#6:1]-[O:4]-[S;+1:3].[Cl,Br;-1:2]","[#6:1]-[Cl,Br:2].[S:3]=[O:4]>>[#6:1]-[O:4]-[S;+1:3].[Cl,Br;-1:2]"
8.8.8,6685,Chloro Kornblum oxidation,1,[#6;H3:1]-[O:2]-[S;+1:3],[#6;H2:1]=[O:2].[S;+0:3],[#6;H3:1]-[O:2]-[S;+1:3]>>[#6;H2:1]=[O:2].[S;+0:3]
8.8.8,6687,Chloro Kornblum oxidation,1,[#6;H2:1]-[O:2]-[S;+1:3],[#6;H1:1]=[O:2].[S;+0:3],[#6;H2:1]-[O:2]-[S;+1:3]>>[#6;H1:1]=[O:2].[S;+0:3]
8.8.8,6689,Chloro Kornblum oxidation,1,[#6;H1:1]-[O:2]-[S;+1:3],[#6;H0:1]=[O:2].[S;+0:3],[#6;H1:1]-[O:2]-[S;+1:3]>>[#6;H0:1]=[O:2].[S;+0:3]
9.1.1,6387,Appel bromination,,"[P;D3;H0:1].[Cl,Br:2]-[C:3](-[Cl,Br:4])(-[Cl,Br:5])-[Cl,Br:6]","[P;+1;H0:1]-[Cl,Br:2].[Cl,Br:4]-[C;-1;H0:3](-[Cl,Br:5])-[Cl,Br:6]","[P;D3;H0:1].[Cl,Br:2]-[C:3](-[Cl,Br:4])(-[Cl,Br:5])-[Cl,Br:6]>>[P;+1;H0:1]-[Cl,Br:2].[Cl,Br:4]-[C;-1;H0:3](-[Cl,Br:5])-[Cl,Br:6]"
9.1.1,6389,Appel bromination,1,"[#6:1]-[#8;H1:2].[Cl,Br:3]-[C;-1;H0:4](-[Cl,Br:5])-[Cl,Br:6]","[#6:1]-[#8;-1;H0:2].[Cl,Br:3]-[C;H1;+0:4](-[Cl,Br:5])-[Cl,Br:6]","[#6:1]-[#8;H1:2].[Cl,Br:3]-[C;-1;H0:4](-[Cl,Br:5])-[Cl,Br:6]>>[#6:1]-[#8;-1;H0:2].[Cl,Br:3]-[C;H1;+0:4](-[Cl,Br:5])-[Cl,Br:6]"
9.1.1,6391,Appel bromination,2,"[#6:1]-[#8;-1;H0:2].[P;+1;H0:3]-[Cl,Br:4]","[#6:1]-[#8;H0;+0:2]-[P;+1;H0:3].[Cl,Br;-1;H0:4]","[#6:1]-[#8;-1;H0:2].[P;+1;H0:3]-[Cl,Br:4]>>[#6:1]-[#8;H0;+0:2]-[P;+1;H0:3].[Cl,Br;-1;H0:4]"
9.1.1,6393,Appel bromination,3,"[#6:1]-[#8;H0;+0:2]-[P;+1;H0:3].[Cl,Br;-1;H0:4]","[#6:1]-[Cl,Br;H0;+0:4].[P;H0;+0:3]=[#8;H0;+0:2]","[#6:1]-[#8;H0;+0:2]-[P;+1;H0:3].[Cl,Br;-1;H0:4]>>[#6:1]-[Cl,Br;H0;+0:4].[P;H0;+0:3]=[#8;H0;+0:2]"
9.1.10,5590,Darzens chlorination,,"[#6:1]-[#8;-1;H0:2].[Cl,Br:3]-[S:4]","[#6:1]-[#8;H0;+0:2]-[S;-1:4]-[Cl,Br;+0:3]","[#6:1]-[#8;-1;H0:2].[Cl,Br:3]-[S:4]>>[#6:1]-[#8;H0;+0:2]-[S;-1:4]-[Cl,Br;+0:3]"
9.1.10,5592,Darzens chlorination,,"[#6:1]-[#8;H1;+0:2].[Cl,Br:3]-[S:4]","[#6:1]-[#8;+1;H1:2]-[S;-1:4]-[Cl,Br;+0:3]","[#6:1]-[#8;H1;+0:2].[Cl,Br:3]-[S:4]>>[#6:1]-[#8;+1;H1:2]-[S;-1:4]-[Cl,Br;+0:3]"
9.1.10,5604,Darzens chlorination,,"[Cl,Br:1]-[S:2].[N:3]([C:4]=[O:5])([C:6])[C:7]","[Cl,Br;+0:1]-[S;-1:2]-[O:5]-[C:4]=[N;+1:3]([C:6])[C:7]","[Cl,Br:1]-[S:2].[N:3]([C:4]=[O:5])([C:6])[C:7]>>[Cl,Br;+0:1]-[S;-1:2]-[O:5]-[C:4]=[N;+1:3]([C:6])[C:7]"
9.1.10,5594,Darzens chlorination,1,"[#6:1]-[#8;H0;+0:2]-[S;-1:3]-[Cl,Br;+0:4]","[#6:1]-[#8;H0;+0:2]-[S;+0:3].[Cl,Br;-1:4]","[#6:1]-[#8;H0;+0:2]-[S;-1:3]-[Cl,Br;+0:4]>>[#6:1]-[#8;H0;+0:2]-[S;+0:3].[Cl,Br;-1:4]"
9.1.10,5596,Darzens chlorination,1,"[#6:1]-[#8;+1;H1:2]-[S;-1:3]-[Cl,Br;+0:4]","[#6:1]-[#8;+1;H1:2]-[S;+0:3].[Cl,Br;-1:4]","[#6:1]-[#8;+1;H1:2]-[S;-1:3]-[Cl,Br;+0:4]>>[#6:1]-[#8;+1;H1:2]-[S;+0:3].[Cl,Br;-1:4]"
9.1.10,5606,Darzens chlorination,1,"[Cl,Br;+0:1]-[S;-1:2]-[O:3]-[C:4]=[N;+1:5]([C:6])[C:7]","[Cl,Br;-1:1].[S;+0:2]-[O:3]-[C:4]=[N;+1:5]([C:6])[C:7]","[Cl,Br;+0:1]-[S;-1:2]-[O:3]-[C:4]=[N;+1:5]([C:6])[C:7]>>[Cl,Br;-1:1].[S;+0:2]-[O:3]-[C:4]=[N;+1:5]([C:6])[C:7]"
9.1.10,5598,Darzens chlorination,2,[#6:1]-[#8;+1;H1:2]-[S:3],[#6:1]-[#8;H0;+0:2]-[S:3],[#6:1]-[#8;+1;H1:2]-[S:3]>>[#6:1]-[#8;H0;+0:2]-[S:3]
9.1.10,5608,Darzens chlorination,2,"[Cl,Br:1]-[S:2](=[O:3])-[O:4]-[C:5]=[N;+1:6]([C:7])[C:8].[Cl,Br;-1:9]","[Cl,Br;-1:1].[Cl,Br;+0:9]-[C:5]=[N;+1:6]([C:7])[C:8].[S:2](=[O:4])=[O:3]","[Cl,Br:1]-[S:2](=[O:3])-[O:4]-[C:5]=[N;+1:6]([C:7])[C:8].[Cl,Br;-1:9]>>[Cl,Br;-1:1].[Cl,Br;+0:9]-[C:5]=[N;+1:6]([C:7])[C:8].[S:2](=[O:4])=[O:3]"
9.1.10,5600,Darzens chlorination,3,"[Cl,Br;-1:1].[Cl;+0:2]-[S,P;+0:3](-[O;H0;+0:4]-[*:5])=[O;+0:6]","[Cl,Br;+0:1]-[*:5].[Cl;-1:2].[S,P;+0:3](=[O;H0;+0:4])=[O;+0:6]","[Cl,Br;-1:1].[Cl;+0:2]-[S,P;+0:3](-[O;H0;+0:4]-[*:5])=[O;+0:6]>>[Cl,Br;+0:1]-[*:5].[Cl;-1:2].[S,P;+0:3](=[O;H0;+0:4])=[O;+0:6]"
9.1.10,5602,Darzens chlorination,3,"[Cl,Br;-1:1].[S,P;+0:2](-[O;H0;+0:3]-[*:4])(=[O;+0:5])=[O;+0:6]","[Cl,Br;+0:1]-[*:4].[S,P;+0:2](-[O;-1;H0:3])(=[O;+0:5])=[O;+0:6]","[Cl,Br;-1:1].[S,P;+0:2](-[O;H0;+0:3]-[*:4])(=[O;+0:5])=[O;+0:6]>>[Cl,Br;+0:1]-[*:4].[S,P;+0:2](-[O;-1;H0:3])(=[O;+0:5])=[O;+0:6]"
9.1.10,5610,Darzens chlorination,3,[#6;X4:2][#8;H1:1],[#8;-1;H0:1][#6;X4:2],[#6;X4:2][#8;H1:1]>>[#8;-1;H0:1][#6;X4:2]
9.1.10,5612,Darzens chlorination,4,"[#6:1]-[#8;-1;H0:2].[Cl,Br;+0:3]-[C:4]=[N;+1:5]([C:6])[C:7]","[#6:1]-[#8;H0;+0:2]-[C:4]=[N;+1:5]([C:6])[C:7].[Cl,Br;-1:3]","[#6:1]-[#8;-1;H0:2].[Cl,Br;+0:3]-[C:4]=[N;+1:5]([C:6])[C:7]>>[#6:1]-[#8;H0;+0:2]-[C:4]=[N;+1:5]([C:6])[C:7].[Cl,Br;-1:3]"
9.1.10,5614,Darzens chlorination,4,"[#6:1]-[#8;H1;+0:2].[Cl,Br;+0:3]-[C:4]=[N;+1:5]([C:6])[C:7]","[#6:1]-[#8;+1;H1:2]-[C:4]=[N;+1:5]([C:6])[C:7].[Cl,Br;-1:3]","[#6:1]-[#8;H1;+0:2].[Cl,Br;+0:3]-[C:4]=[N;+1:5]([C:6])[C:7]>>[#6:1]-[#8;+1;H1:2]-[C:4]=[N;+1:5]([C:6])[C:7].[Cl,Br;-1:3]"
9.1.10,5616,Darzens chlorination,5,[#6:1]-[#8;+1;H1:2]-[C:3]=[N;+1:4]([C:5])[C:6],[#6:1]-[#8;H0;+0:2]-[C:3]=[N;+1:4]([C:5])[C:6],[#6:1]-[#8;+1;H1:2]-[C:3]=[N;+1:4]([C:5])[C:6]>>[#6:1]-[#8;H0;+0:2]-[C:3]=[N;+1:4]([C:5])[C:6]
9.1.10,5618,Darzens chlorination,6,"[#6:1]-[#8;H0;+0:2]-[C:3]=[N;+1:4]([C:5])[C:6].[Cl,Br;-1:7]","[#6:1]-[Cl,Br;+0:7].[N;+0:4](-[C:3]=[#8;H0;+0:2])([C:5])[C:6]","[#6:1]-[#8;H0;+0:2]-[C:3]=[N;+1:4]([C:5])[C:6].[Cl,Br;-1:7]>>[#6:1]-[Cl,Br;+0:7].[N;+0:4](-[C:3]=[#8;H0;+0:2])([C:5])[C:6]"
9.1.2,6388,Appel chlorination,,"[P;D3;H0:1].[Cl,Br:2]-[C:3](-[Cl,Br:4])(-[Cl,Br:5])-[Cl,Br:6]","[P;+1;H0:1]-[Cl,Br:2].[Cl,Br:4]-[C;-1;H0:3](-[Cl,Br:5])-[Cl,Br:6]","[P;D3;H0:1].[Cl,Br:2]-[C:3](-[Cl,Br:4])(-[Cl,Br:5])-[Cl,Br:6]>>[P;+1;H0:1]-[Cl,Br:2].[Cl,Br:4]-[C;-1;H0:3](-[Cl,Br:5])-[Cl,Br:6]"
9.1.2,6390,Appel chlorination,1,"[#6:1]-[#8;H1:2].[Cl,Br:3]-[C;-1;H0:4](-[Cl,Br:5])-[Cl,Br:6]","[#6:1]-[#8;-1;H0:2].[Cl,Br:3]-[C;H1;+0:4](-[Cl,Br:5])-[Cl,Br:6]","[#6:1]-[#8;H1:2].[Cl,Br:3]-[C;-1;H0:4](-[Cl,Br:5])-[Cl,Br:6]>>[#6:1]-[#8;-1;H0:2].[Cl,Br:3]-[C;H1;+0:4](-[Cl,Br:5])-[Cl,Br:6]"
9.1.2,6392,Appel chlorination,2,"[#6:1]-[#8;-1;H0:2].[P;+1;H0:3]-[Cl,Br:4]","[#6:1]-[#8;H0;+0:2]-[P;+1;H0:3].[Cl,Br;-1;H0:4]","[#6:1]-[#8;-1;H0:2].[P;+1;H0:3]-[Cl,Br:4]>>[#6:1]-[#8;H0;+0:2]-[P;+1;H0:3].[Cl,Br;-1;H0:4]"
9.1.2,6394,Appel chlorination,3,"[#6:1]-[#8;H0;+0:2]-[P;+1;H0:3].[Cl,Br;-1;H0:4]","[#6:1]-[Cl,Br;H0;+0:4].[P;H0;+0:3]=[#8;H0;+0:2]","[#6:1]-[#8;H0;+0:2]-[P;+1;H0:3].[Cl,Br;-1;H0:4]>>[#6:1]-[Cl,Br;H0;+0:4].[P;H0;+0:3]=[#8;H0;+0:2]"
9.1.5,6395,Hydroxy to bromo,,[O;H1;+0:1]-[C;!$([C]=[O]):2],[O;+1;H2:1]-[C:2],[O;H1;+0:1]-[C;!$([C]=[O]):2]>>[O;+1;H2:1]-[C:2]
9.1.5,6397,Hydroxy to bromo,,[Br:1]-[P:2](-[Br:3])-[Br:4].[O;H1;+0:5]-[C;!$([C]=[O]):6],[Br:3]-[P:2](-[Br:4])-[O;+1;H1:5]-[C;!$([C]=[O]):6].[Br;-1:1],[Br:1]-[P:2](-[Br:3])-[Br:4].[O;H1;+0:5]-[C;!$([C]=[O]):6]>>[Br:3]-[P:2](-[Br:4])-[O;+1;H1:5]-[C;!$([C]=[O]):6].[Br;-1:1]
9.1.5,6396,Hydroxy to bromo,1,[Br;-1:1].[O;+1;H2:2]-[C;!$([C]=[O]):3],[Br;+0:1]-[C;!$([C]=[O]):3].[O;H2;+0:2],[Br;-1:1].[O;+1;H2:2]-[C;!$([C]=[O]):3]>>[Br;+0:1]-[C;!$([C]=[O]):3].[O;H2;+0:2]
