rxn_code,mech_id,namerxn,step,smarts_reactant,smarts_product,full_smarts
1.3.2,3698,Chloro Buchwald-Hartwig amination,9,[#6;+0:1]-[#46:2]-[#8;H1:3].[#7;H3;+0:4],[#6;+0:1]-[#46:2]-[#7;H2;+0:4].[#8;H2;+0:3],[#6;+0:1]-[#46:2]-[#8;H1:3].[#7;H3;+0:4]>>[#6;+0:1]-[#46:2]-[#7;H2;+0:4].[#8;H2;+0:3]
1.3.2,3711,Chloro Buchwald-Hartwig amination,9,[#6;+0:1]-[#46:2]-[#8;H1:3].[#7;H2;+0:4],[#6;+0:1]-[#46:2]-[#7;H1;+0:4].[#8;H2;+0:3],[#6;+0:1]-[#46:2]-[#8;H1:3].[#7;H2;+0:4]>>[#6;+0:1]-[#46:2]-[#7;H1;+0:4].[#8;H2;+0:3]
1.3.2,3724,Chloro Buchwald-Hartwig amination,9,[#6;+0:1]-[#46:2]-[#8;H1:3].[#7;H1;+0:4],[#6;+0:1]-[#46:2]-[#7;H0;+0:4].[#8;H2;+0:3],[#6;+0:1]-[#46:2]-[#8;H1:3].[#7;H1;+0:4]>>[#6;+0:1]-[#46:2]-[#7;H0;+0:4].[#8;H2;+0:3]
1.3.2,3737,Chloro Buchwald-Hartwig amination,9,[#6;+0:1]-[#46:2]-[#8;H0:3].[#7;H3;+0:4],[#6;+0:1]-[#46:2]-[#7;H2;+0:4].[#8;H1;+0:3],[#6;+0:1]-[#46:2]-[#8;H0:3].[#7;H3;+0:4]>>[#6;+0:1]-[#46:2]-[#7;H2;+0:4].[#8;H1;+0:3]
1.3.2,3750,Chloro Buchwald-Hartwig amination,9,[#6;+0:1]-[#46:2]-[#8;H0:3].[#7;H2;+0:4],[#6;+0:1]-[#46:2]-[#7;H1;+0:4].[#8;H1;+0:3],[#6;+0:1]-[#46:2]-[#8;H0:3].[#7;H2;+0:4]>>[#6;+0:1]-[#46:2]-[#7;H1;+0:4].[#8;H1;+0:3]
1.3.2,3763,Chloro Buchwald-Hartwig amination,9,[#6;+0:1]-[#46:2]-[#8;H0:3].[#7;H1;+0:4],[#6;+0:1]-[#46:2]-[#7;H0;+0:4].[#8;H1;+0:3],[#6;+0:1]-[#46:2]-[#8;H0:3].[#7;H1;+0:4]>>[#6;+0:1]-[#46:2]-[#7;H0;+0:4].[#8;H1;+0:3]
1.3.2,3776,Chloro Buchwald-Hartwig amination,9,"[#46:1](-[Cl,Br,I:2])-[*:3].[B;+0:4]-[B;+0:5]","[#46:1](-[B;+0:4])-[*:3].[B;+0:5]-[Cl,Br,I;+0:2]","[#46:1](-[Cl,Br,I:2])-[*:3].[B;+0:4]-[B;+0:5]>>[#46:1](-[B;+0:4])-[*:3].[B;+0:5]-[Cl,Br,I;+0:2]"
1.3.2,3789,Chloro Buchwald-Hartwig amination,9,[#46:1](-[O;D2:2]-[S:3])-[*:4].[B;+0:5]-[B;+0:6],[#46:1](-[B;+0:5])-[*:4].[B;+0:6]-[O;D2:2]-[S:3],[#46:1](-[O;D2:2]-[S:3])-[*:4].[B;+0:5]-[B;+0:6]>>[#46:1](-[B;+0:5])-[*:4].[B;+0:6]-[O;D2:2]-[S:3]
1.3.2,2671,Chloro Buchwald-Hartwig amination,10,[#6;+0:1]-[#5;-1:2]-[O;+1;H2:3],[#6;+0:1]-[#5;-1:2]-[O;H1;+0:3],[#6;+0:1]-[#5;-1:2]-[O;+1;H2:3]>>[#6;+0:1]-[#5;-1:2]-[O;H1;+0:3]
1.3.2,2957,Chloro Buchwald-Hartwig amination,10,"[#6;+0:1]-[#46:2]-[Cl,$([O]-[S]),Br,I:3].[#8;H2;+0:4]","[#6;+0:1]-[#46:2]-[#8;H1;+0:4].[Cl,$([O]-[S]),Br,I;H1;+0:3]","[#6;+0:1]-[#46:2]-[Cl,$([O]-[S]),Br,I:3].[#8;H2;+0:4]>>[#6;+0:1]-[#46:2]-[#8;H1;+0:4].[Cl,$([O]-[S]),Br,I;H1;+0:3]"
1.3.2,2970,Chloro Buchwald-Hartwig amination,10,"[#6;!$([#6]=[O]):1][#8;H1:2].[#6;+0:3]-[#46:4]-[Cl,$([O]-[S]),Br,I:5]","[#6:1][#8;H0;+0:2]-[#46:4]-[#6;+0:3].[Cl,$([O]-[S]),Br,I;H1;+0:5]","[#6;!$([#6]=[O]):1][#8;H1:2].[#6;+0:3]-[#46:4]-[Cl,$([O]-[S]),Br,I:5]>>[#6:1][#8;H0;+0:2]-[#46:4]-[#6;+0:3].[Cl,$([O]-[S]),Br,I;H1;+0:5]"
1.3.2,2983,Chloro Buchwald-Hartwig amination,10,"[#6;+0:1]-[#46:2]-[Cl,$([O]-[S]),Br,I:3].[#11,#19,#3,#55:4][#8:5]","[#6;+0:1]-[#46:2]-[#8:5].[#11,#19,#3,#55;+1:4].[Cl,$([O]-[S]),Br,I;-1:3]","[#6;+0:1]-[#46:2]-[Cl,$([O]-[S]),Br,I:3].[#11,#19,#3,#55:4][#8:5]>>[#6;+0:1]-[#46:2]-[#8:5].[#11,#19,#3,#55;+1:4].[Cl,$([O]-[S]),Br,I;-1:3]"
1.3.2,2996,Chloro Buchwald-Hartwig amination,10,"[#6;!$([#6]=[O]):1]-[#8;-1:2].[#6;+0:3]-[#46:4]-[Cl,$([O]-[S]),Br,I:5]","[#6:1]-[#8;+0:2]-[#46:4]-[#6;+0:3].[Cl,$([O]-[S]),Br,I;-1:5]","[#6;!$([#6]=[O]):1]-[#8;-1:2].[#6;+0:3]-[#46:4]-[Cl,$([O]-[S]),Br,I:5]>>[#6:1]-[#8;+0:2]-[#46:4]-[#6;+0:3].[Cl,$([O]-[S]),Br,I;-1:5]"
1.3.2,3360,Chloro Buchwald-Hartwig amination,10,[#6;+0:1]-[#46:2]-[#8:3].[#6;+0:4]-[#5;-1:5],[#6;+0:4]-[#46:2]-[#6;+0:1].[#5;-1:5]-[#8;+0:3],[#6;+0:1]-[#46:2]-[#8:3].[#6;+0:4]-[#5;-1:5]>>[#6;+0:4]-[#46:2]-[#6;+0:1].[#5;-1:5]-[#8;+0:3]
1.3.2,3373,Chloro Buchwald-Hartwig amination,10,[#6;+0:1]-[#46:2]-[#8;H1:3].[#7;H3;+0:4],[#6;+0:1]-[#46:2]-[#7;H2;+0:4].[#8;H2;+0:3],[#6;+0:1]-[#46:2]-[#8;H1:3].[#7;H3;+0:4]>>[#6;+0:1]-[#46:2]-[#7;H2;+0:4].[#8;H2;+0:3]
1.3.2,3386,Chloro Buchwald-Hartwig amination,10,[#6;+0:1]-[#46:2]-[#8;H1:3].[#7;H2;+0:4],[#6;+0:1]-[#46:2]-[#7;H1;+0:4].[#8;H2;+0:3],[#6;+0:1]-[#46:2]-[#8;H1:3].[#7;H2;+0:4]>>[#6;+0:1]-[#46:2]-[#7;H1;+0:4].[#8;H2;+0:3]
1.3.2,3399,Chloro Buchwald-Hartwig amination,10,[#6;+0:1]-[#46:2]-[#8;H1:3].[#7;H1;+0:4],[#6;+0:1]-[#46:2]-[#7;H0;+0:4].[#8;H2;+0:3],[#6;+0:1]-[#46:2]-[#8;H1:3].[#7;H1;+0:4]>>[#6;+0:1]-[#46:2]-[#7;H0;+0:4].[#8;H2;+0:3]
1.3.2,3412,Chloro Buchwald-Hartwig amination,10,[#6;+0:1]-[#46:2]-[#8;H0:3].[#7;H3;+0:4],[#6;+0:1]-[#46:2]-[#7;H2;+0:4].[#8;H1;+0:3],[#6;+0:1]-[#46:2]-[#8;H0:3].[#7;H3;+0:4]>>[#6;+0:1]-[#46:2]-[#7;H2;+0:4].[#8;H1;+0:3]
1.3.2,3425,Chloro Buchwald-Hartwig amination,10,[#6;+0:1]-[#46:2]-[#8;H0:3].[#7;H2;+0:4],[#6;+0:1]-[#46:2]-[#7;H1;+0:4].[#8;H1;+0:3],[#6;+0:1]-[#46:2]-[#8;H0:3].[#7;H2;+0:4]>>[#6;+0:1]-[#46:2]-[#7;H1;+0:4].[#8;H1;+0:3]
1.3.2,3438,Chloro Buchwald-Hartwig amination,10,[#6;+0:1]-[#46:2]-[#8;H0:3].[#7;H1;+0:4],[#6;+0:1]-[#46:2]-[#7;H0;+0:4].[#8;H1;+0:3],[#6;+0:1]-[#46:2]-[#8;H0:3].[#7;H1;+0:4]>>[#6;+0:1]-[#46:2]-[#7;H0;+0:4].[#8;H1;+0:3]
1.3.2,3451,Chloro Buchwald-Hartwig amination,10,"[#46:1](-[Cl,Br,I:2])-[*:3].[B;+0:4]-[B;+0:5]","[#46:1](-[B;+0:4])-[*:3].[B;+0:5]-[Cl,Br,I;+0:2]","[#46:1](-[Cl,Br,I:2])-[*:3].[B;+0:4]-[B;+0:5]>>[#46:1](-[B;+0:4])-[*:3].[B;+0:5]-[Cl,Br,I;+0:2]"
1.3.2,3464,Chloro Buchwald-Hartwig amination,10,[#46:1](-[O;D2:2]-[S:3])-[*:4].[B;+0:5]-[B;+0:6],[#46:1](-[B;+0:5])-[*:4].[B;+0:6]-[O;D2:2]-[S:3],[#46:1](-[O;D2:2]-[S:3])-[*:4].[B;+0:5]-[B;+0:6]>>[#46:1](-[B;+0:5])-[*:4].[B;+0:6]-[O;D2:2]-[S:3]
1.3.2,3802,Chloro Buchwald-Hartwig amination,10,"[#6;+0:1]-[#46:2]-[#7,#5,#6;+0:3]","[#6;+0:1]-[#7,#5,#6;+0:3].[#46:2]","[#6;+0:1]-[#46:2]-[#7,#5,#6;+0:3]>>[#6;+0:1]-[#7,#5,#6;+0:3].[#46:2]"
1.3.2,2684,Chloro Buchwald-Hartwig amination,11,[#6;+0:1]-[#46:2]-[#8:3].[#6;+0:4]-[#5;-1:5],[#6;+0:4]-[#46:2]-[#6;+0:1].[#5;-1:5]-[#8;+0:3],[#6;+0:1]-[#46:2]-[#8:3].[#6;+0:4]-[#5;-1:5]>>[#6;+0:4]-[#46:2]-[#6;+0:1].[#5;-1:5]-[#8;+0:3]
1.3.2,2697,Chloro Buchwald-Hartwig amination,11,[#6;+0:1]-[#46:2]-[#8;H1:3].[#7;H3;+0:4],[#6;+0:1]-[#46:2]-[#7;H2;+0:4].[#8;H2;+0:3],[#6;+0:1]-[#46:2]-[#8;H1:3].[#7;H3;+0:4]>>[#6;+0:1]-[#46:2]-[#7;H2;+0:4].[#8;H2;+0:3]
1.3.2,2710,Chloro Buchwald-Hartwig amination,11,[#6;+0:1]-[#46:2]-[#8;H1:3].[#7;H2;+0:4],[#6;+0:1]-[#46:2]-[#7;H1;+0:4].[#8;H2;+0:3],[#6;+0:1]-[#46:2]-[#8;H1:3].[#7;H2;+0:4]>>[#6;+0:1]-[#46:2]-[#7;H1;+0:4].[#8;H2;+0:3]
1.3.2,2723,Chloro Buchwald-Hartwig amination,11,[#6;+0:1]-[#46:2]-[#8;H1:3].[#7;H1;+0:4],[#6;+0:1]-[#46:2]-[#7;H0;+0:4].[#8;H2;+0:3],[#6;+0:1]-[#46:2]-[#8;H1:3].[#7;H1;+0:4]>>[#6;+0:1]-[#46:2]-[#7;H0;+0:4].[#8;H2;+0:3]
1.3.2,2736,Chloro Buchwald-Hartwig amination,11,[#6;+0:1]-[#46:2]-[#8;H0:3].[#7;H3;+0:4],[#6;+0:1]-[#46:2]-[#7;H2;+0:4].[#8;H1;+0:3],[#6;+0:1]-[#46:2]-[#8;H0:3].[#7;H3;+0:4]>>[#6;+0:1]-[#46:2]-[#7;H2;+0:4].[#8;H1;+0:3]
1.3.2,2749,Chloro Buchwald-Hartwig amination,11,[#6;+0:1]-[#46:2]-[#8;H0:3].[#7;H2;+0:4],[#6;+0:1]-[#46:2]-[#7;H1;+0:4].[#8;H1;+0:3],[#6;+0:1]-[#46:2]-[#8;H0:3].[#7;H2;+0:4]>>[#6;+0:1]-[#46:2]-[#7;H1;+0:4].[#8;H1;+0:3]
1.3.2,2762,Chloro Buchwald-Hartwig amination,11,[#6;+0:1]-[#46:2]-[#8;H0:3].[#7;H1;+0:4],[#6;+0:1]-[#46:2]-[#7;H0;+0:4].[#8;H1;+0:3],[#6;+0:1]-[#46:2]-[#8;H0:3].[#7;H1;+0:4]>>[#6;+0:1]-[#46:2]-[#7;H0;+0:4].[#8;H1;+0:3]
1.3.2,2775,Chloro Buchwald-Hartwig amination,11,"[#46:1](-[Cl,Br,I:2])-[*:3].[B;+0:4]-[B;+0:5]","[#46:1](-[B;+0:4])-[*:3].[B;+0:5]-[Cl,Br,I;+0:2]","[#46:1](-[Cl,Br,I:2])-[*:3].[B;+0:4]-[B;+0:5]>>[#46:1](-[B;+0:4])-[*:3].[B;+0:5]-[Cl,Br,I;+0:2]"
1.3.2,2788,Chloro Buchwald-Hartwig amination,11,[#46:1](-[O;D2:2]-[S:3])-[*:4].[B;+0:5]-[B;+0:6],[#46:1](-[B;+0:5])-[*:4].[B;+0:6]-[O;D2:2]-[S:3],[#46:1](-[O;D2:2]-[S:3])-[*:4].[B;+0:5]-[B;+0:6]>>[#46:1](-[B;+0:5])-[*:4].[B;+0:6]-[O;D2:2]-[S:3]
1.3.2,3009,Chloro Buchwald-Hartwig amination,11,[#6;+0:1]-[#5:2].[O;H2;+0:3],[#6;+0:1]-[#5;-1:2]-[O;+1;H2:3],[#6;+0:1]-[#5:2].[O;H2;+0:3]>>[#6;+0:1]-[#5;-1:2]-[O;+1;H2:3]
1.3.2,3022,Chloro Buchwald-Hartwig amination,11,[#6;+0:1]-[#5:2].[O;-1:3],[#6;+0:1]-[#5;-1:2]-[O;+0:3],[#6;+0:1]-[#5:2].[O;-1:3]>>[#6;+0:1]-[#5;-1:2]-[O;+0:3]
1.3.2,3477,Chloro Buchwald-Hartwig amination,11,"[#6;+0:1]-[#46:2]-[#7,#5,#6;+0:3]","[#6;+0:1]-[#7,#5,#6;+0:3].[#46:2]","[#6;+0:1]-[#46:2]-[#7,#5,#6;+0:3]>>[#6;+0:1]-[#7,#5,#6;+0:3].[#46:2]"
1.3.2,2801,Chloro Buchwald-Hartwig amination,12,"[#6;+0:1]-[#46:2]-[#7,#5,#6;+0:3]","[#6;+0:1]-[#7,#5,#6;+0:3].[#46:2]","[#6;+0:1]-[#46:2]-[#7,#5,#6;+0:3]>>[#6;+0:1]-[#7,#5,#6;+0:3].[#46:2]"
1.3.2,3035,Chloro Buchwald-Hartwig amination,12,[#6;+0:1]-[#5;-1:2]-[O;+1;H2:3],[#6;+0:1]-[#5;-1:2]-[O;H1;+0:3],[#6;+0:1]-[#5;-1:2]-[O;+1;H2:3]>>[#6;+0:1]-[#5;-1:2]-[O;H1;+0:3]
1.3.2,3048,Chloro Buchwald-Hartwig amination,13,[#6;+0:1]-[#46:2]-[#8:3].[#6;+0:4]-[#5;-1:5],[#6;+0:4]-[#46:2]-[#6;+0:1].[#5;-1:5]-[#8;+0:3],[#6;+0:1]-[#46:2]-[#8:3].[#6;+0:4]-[#5;-1:5]>>[#6;+0:4]-[#46:2]-[#6;+0:1].[#5;-1:5]-[#8;+0:3]
1.3.2,3061,Chloro Buchwald-Hartwig amination,13,[#6;+0:1]-[#46:2]-[#8;H1:3].[#7;H3;+0:4],[#6;+0:1]-[#46:2]-[#7;H2;+0:4].[#8;H2;+0:3],[#6;+0:1]-[#46:2]-[#8;H1:3].[#7;H3;+0:4]>>[#6;+0:1]-[#46:2]-[#7;H2;+0:4].[#8;H2;+0:3]
1.3.2,3074,Chloro Buchwald-Hartwig amination,13,[#6;+0:1]-[#46:2]-[#8;H1:3].[#7;H2;+0:4],[#6;+0:1]-[#46:2]-[#7;H1;+0:4].[#8;H2;+0:3],[#6;+0:1]-[#46:2]-[#8;H1:3].[#7;H2;+0:4]>>[#6;+0:1]-[#46:2]-[#7;H1;+0:4].[#8;H2;+0:3]
1.3.2,3087,Chloro Buchwald-Hartwig amination,13,[#6;+0:1]-[#46:2]-[#8;H1:3].[#7;H1;+0:4],[#6;+0:1]-[#46:2]-[#7;H0;+0:4].[#8;H2;+0:3],[#6;+0:1]-[#46:2]-[#8;H1:3].[#7;H1;+0:4]>>[#6;+0:1]-[#46:2]-[#7;H0;+0:4].[#8;H2;+0:3]
1.3.2,3100,Chloro Buchwald-Hartwig amination,13,[#6;+0:1]-[#46:2]-[#8;H0:3].[#7;H3;+0:4],[#6;+0:1]-[#46:2]-[#7;H2;+0:4].[#8;H1;+0:3],[#6;+0:1]-[#46:2]-[#8;H0:3].[#7;H3;+0:4]>>[#6;+0:1]-[#46:2]-[#7;H2;+0:4].[#8;H1;+0:3]
1.3.2,3113,Chloro Buchwald-Hartwig amination,13,[#6;+0:1]-[#46:2]-[#8;H0:3].[#7;H2;+0:4],[#6;+0:1]-[#46:2]-[#7;H1;+0:4].[#8;H1;+0:3],[#6;+0:1]-[#46:2]-[#8;H0:3].[#7;H2;+0:4]>>[#6;+0:1]-[#46:2]-[#7;H1;+0:4].[#8;H1;+0:3]
1.3.2,3126,Chloro Buchwald-Hartwig amination,13,[#6;+0:1]-[#46:2]-[#8;H0:3].[#7;H1;+0:4],[#6;+0:1]-[#46:2]-[#7;H0;+0:4].[#8;H1;+0:3],[#6;+0:1]-[#46:2]-[#8;H0:3].[#7;H1;+0:4]>>[#6;+0:1]-[#46:2]-[#7;H0;+0:4].[#8;H1;+0:3]
1.3.2,3139,Chloro Buchwald-Hartwig amination,13,"[#46:1](-[Cl,Br,I:2])-[*:3].[B;+0:4]-[B;+0:5]","[#46:1](-[B;+0:4])-[*:3].[B;+0:5]-[Cl,Br,I;+0:2]","[#46:1](-[Cl,Br,I:2])-[*:3].[B;+0:4]-[B;+0:5]>>[#46:1](-[B;+0:4])-[*:3].[B;+0:5]-[Cl,Br,I;+0:2]"
1.3.2,3152,Chloro Buchwald-Hartwig amination,13,[#46:1](-[O;D2:2]-[S:3])-[*:4].[B;+0:5]-[B;+0:6],[#46:1](-[B;+0:5])-[*:4].[B;+0:6]-[O;D2:2]-[S:3],[#46:1](-[O;D2:2]-[S:3])-[*:4].[B;+0:5]-[B;+0:6]>>[#46:1](-[B;+0:5])-[*:4].[B;+0:6]-[O;D2:2]-[S:3]
1.3.2,3165,Chloro Buchwald-Hartwig amination,14,"[#6;+0:1]-[#46:2]-[#7,#5,#6;+0:3]","[#6;+0:1]-[#7,#5,#6;+0:3].[#46:2]","[#6;+0:1]-[#46:2]-[#7,#5,#6;+0:3]>>[#6;+0:1]-[#7,#5,#6;+0:3].[#46:2]"
1.3.21,6438,Aromatic Menshutkin reaction,,"[#6:1]-[Cl,$([O]-[S]),Br,I:2].[#7,P;D3;+0:3]","[#6:1]-[#7,P;+1:3].[Cl,$([O]-[S]),Br,I;-1:2]","[#6:1]-[Cl,$([O]-[S]),Br,I:2].[#7,P;D3;+0:3]>>[#6:1]-[#7,P;+1:3].[Cl,$([O]-[S]),Br,I;-1:2]"
1.3.3,1983,Iodo Buchwald-Hartwig amination,,"[#6;+0:1]-[Cl,$([O]-[S]),Br,I:2].[#46;D0;+0:3]","[#6;+0:1]-[#46:3]-[Cl,$([O]-[S]),Br,I:2]","[#6;+0:1]-[Cl,$([O]-[S]),Br,I:2].[#46;D0;+0:3]>>[#6;+0:1]-[#46:3]-[Cl,$([O]-[S]),Br,I:2]"
1.3.3,2217,Iodo Buchwald-Hartwig amination,,[#46;D0;+0:1].[P;H0;+0:2],[#46;D1;+0:1]-[P;H0;+0:2],[#46;D0;+0:1].[P;H0;+0:2]>>[#46;D1;+0:1]-[P;H0;+0:2]
1.3.3,2477,Iodo Buchwald-Hartwig amination,,"[#46;+0:1](-[P;D4;H0;+0:2])(-[P;D4;H0;+0:3])(-[O,Cl,Br,I:4])-[O,Cl,Br,I:5]","[#46;+0:1](-[P;D3;H0;+0:2])(-[O,Cl,Br,I:4])-[O,Cl,Br,I:5].[P;D3;+0:3]","[#46;+0:1](-[P;D4;H0;+0:2])(-[P;D4;H0;+0:3])(-[O,Cl,Br,I:4])-[O,Cl,Br,I:5]>>[#46;+0:1](-[P;D3;H0;+0:2])(-[O,Cl,Br,I:4])-[O,Cl,Br,I:5].[P;D3;+0:3]"
1.3.3,2815,Iodo Buchwald-Hartwig amination,,"[#46;+2:1].[O,Cl,Br,I;-1:2]","[#46;+1:1]-[O,Cl,Br,I;+0:2]","[#46;+2:1].[O,Cl,Br,I;-1:2]>>[#46;+1:1]-[O,Cl,Br,I;+0:2]"
1.3.3,3179,Iodo Buchwald-Hartwig amination,,"[#46;+0:1](-[O,Cl,Br,I:2])-[O,Cl,Br,I:3].[C;H2:4]1([C;H2:5][C;H1:6]=[C;H1:7][C;H2:8][C;H2:9][C;H1:10]=[C;H1:11]1)","[#46;+0:1]321([O,Cl,Br,I:2])([O,Cl,Br,I:3])([C;H1:11]4([C;H2:4][C;H2:5][C;H1:6]1[C;H1:7]2[C;H2:8][C;H2:9][C;H1:10]34))","[#46;+0:1](-[O,Cl,Br,I:2])-[O,Cl,Br,I:3].[C;H2:4]1([C;H2:5][C;H1:6]=[C;H1:7][C;H2:8][C;H2:9][C;H1:10]=[C;H1:11]1)>>[#46;+0:1]321([O,Cl,Br,I:2])([O,Cl,Br,I:3])([C;H1:11]4([C;H2:4][C;H2:5][C;H1:6]1[C;H1:7]2[C;H2:8][C;H2:9][C;H1:10]34))"
1.3.3,3491,Iodo Buchwald-Hartwig amination,,"[#46;+0:1](-[O,Cl,Br,I:2])-[O,Cl,Br,I:3].[N;H0;+0:4]-[C:5]","[#46;+0:1](-[N;+1:4]-[C:5])-[O,Cl,Br,I:2].[O,Cl,Br,I;-1:3]","[#46;+0:1](-[O,Cl,Br,I:2])-[O,Cl,Br,I:3].[N;H0;+0:4]-[C:5]>>[#46;+0:1](-[N;+1:4]-[C:5])-[O,Cl,Br,I:2].[O,Cl,Br,I;-1:3]"
1.3.3,3816,Iodo Buchwald-Hartwig amination,,"[#6:1]-[#12:2]-[Cl,Br,I:3].[#46;+0:4](-[O,Cl,Br,I:5])-[O,Cl,Br,I:6]","[#6:1]-[#46;+0:4]-[O,Cl,Br,I:5].[#12:2](-[Cl,Br,I:3])-[O,Cl,Br,I;+0:6]","[#6:1]-[#12:2]-[Cl,Br,I:3].[#46;+0:4](-[O,Cl,Br,I:5])-[O,Cl,Br,I:6]>>[#6:1]-[#46;+0:4]-[O,Cl,Br,I:5].[#12:2](-[Cl,Br,I:3])-[O,Cl,Br,I;+0:6]"
1.3.3,3855,Iodo Buchwald-Hartwig amination,,[#46;D4;+0:1](-[P;H0:2])(-[P;H0:3])(-[P;H0:4])-[P;H0:5],[#46;D3;+0:1](-[P;H0:2])(-[P;H0:3])-[P;H0:4].[P;H0:5],[#46;D4;+0:1](-[P;H0:2])(-[P;H0:3])(-[P;H0:4])-[P;H0:5]>>[#46;D3;+0:1](-[P;H0:2])(-[P;H0:3])-[P;H0:4].[P;H0:5]
1.3.3,3907,Iodo Buchwald-Hartwig amination,,"[#6;+0:1]-[Cl,$([O]-[S]),Br,I:2].[#46;D2;+0:3]","[#6;+0:1]-[#46:3]-[Cl,$([O]-[S]),Br,I:2]","[#6;+0:1]-[Cl,$([O]-[S]),Br,I:2].[#46;D2;+0:3]>>[#6;+0:1]-[#46:3]-[Cl,$([O]-[S]),Br,I:2]"
1.3.3,1996,Iodo Buchwald-Hartwig amination,1,"[#6;+0:1]-[#46:2]-[Cl,$([O]-[S]),Br,I:3].[#8;H2;+0:4]","[#6;+0:1]-[#46:2]-[#8;H1;+0:4].[Cl,$([O]-[S]),Br,I;H1;+0:3]","[#6;+0:1]-[#46:2]-[Cl,$([O]-[S]),Br,I:3].[#8;H2;+0:4]>>[#6;+0:1]-[#46:2]-[#8;H1;+0:4].[Cl,$([O]-[S]),Br,I;H1;+0:3]"
1.3.3,2009,Iodo Buchwald-Hartwig amination,1,"[#6;!$([#6]=[O]):1][#8;H1:2].[#6;+0:3]-[#46:4]-[Cl,$([O]-[S]),Br,I:5]","[#6:1][#8;H0;+0:2]-[#46:4]-[#6;+0:3].[Cl,$([O]-[S]),Br,I;H1;+0:5]","[#6;!$([#6]=[O]):1][#8;H1:2].[#6;+0:3]-[#46:4]-[Cl,$([O]-[S]),Br,I:5]>>[#6:1][#8;H0;+0:2]-[#46:4]-[#6;+0:3].[Cl,$([O]-[S]),Br,I;H1;+0:5]"
1.3.3,2022,Iodo Buchwald-Hartwig amination,1,"[#6;+0:1]-[#46:2]-[Cl,$([O]-[S]),Br,I:3].[#11,#19,#3,#55:4][#8:5]","[#6;+0:1]-[#46:2]-[#8:5].[#11,#19,#3,#55;+1:4].[Cl,$([O]-[S]),Br,I;-1:3]","[#6;+0:1]-[#46:2]-[Cl,$([O]-[S]),Br,I:3].[#11,#19,#3,#55:4][#8:5]>>[#6;+0:1]-[#46:2]-[#8:5].[#11,#19,#3,#55;+1:4].[Cl,$([O]-[S]),Br,I;-1:3]"
1.3.3,2035,Iodo Buchwald-Hartwig amination,1,"[#6;!$([#6]=[O]):1]-[#8;-1:2].[#6;+0:3]-[#46:4]-[Cl,$([O]-[S]),Br,I:5]","[#6:1]-[#8;+0:2]-[#46:4]-[#6;+0:3].[Cl,$([O]-[S]),Br,I;-1:5]","[#6;!$([#6]=[O]):1]-[#8;-1:2].[#6;+0:3]-[#46:4]-[Cl,$([O]-[S]),Br,I:5]>>[#6:1]-[#8;+0:2]-[#46:4]-[#6;+0:3].[Cl,$([O]-[S]),Br,I;-1:5]"
1.3.3,2230,Iodo Buchwald-Hartwig amination,1,[#46;D1;+0:1]-[P;H0;+0:2].[P;H0;+0:3],[#46;D2;+0:1](-[P;H0;+0:3])-[P;H0;+0:2],[#46;D1;+0:1]-[P;H0;+0:2].[P;H0;+0:3]>>[#46;D2;+0:1](-[P;H0;+0:3])-[P;H0;+0:2]
1.3.3,2490,Iodo Buchwald-Hartwig amination,1,"[#46;+0:1](-[O,Cl,Br,I:2])-[O,Cl,Br,I:3].[P;D3;H0:4]","[#46;+0:1].[P;+1;H0:4]-[O,Cl,Br,I:2].[O,Cl,Br,I;-1:3]","[#46;+0:1](-[O,Cl,Br,I:2])-[O,Cl,Br,I:3].[P;D3;H0:4]>>[#46;+0:1].[P;+1;H0:4]-[O,Cl,Br,I:2].[O,Cl,Br,I;-1:3]"
1.3.3,2828,Iodo Buchwald-Hartwig amination,1,"[#46;+1:1]-[O,Cl,Br,I;+0:2].[O,Cl,Br,I;-1:3]","[#46;+0:1](-[O,Cl,Br,I;+0:2])-[O,Cl,Br,I;+0:3]","[#46;+1:1]-[O,Cl,Br,I;+0:2].[O,Cl,Br,I;-1:3]>>[#46;+0:1](-[O,Cl,Br,I;+0:2])-[O,Cl,Br,I;+0:3]"
1.3.3,3192,Iodo Buchwald-Hartwig amination,1,"[#46;+0:1]321([O,Cl,Br,I:2])([O,Cl,Br,I:3])([C;H1:4]4([C;H2:5][C;H2:6][C;H1:7]1[C;H1:8]2[C;H2:9][C;H2:10][C;H1:11]34)).[O;-1:12]","[#46;-1:1]31([O,Cl,Br,I:2])([O,Cl,Br,I:3])([C;H1:11]2([C;H2:10][C;H2:9][C;H1:8]([O;+0:12])[C;H1:7]1[C;H2:6][C;H2:5][C;H1:4]23))","[#46;+0:1]321([O,Cl,Br,I:2])([O,Cl,Br,I:3])([C;H1:4]4([C;H2:5][C;H2:6][C;H1:7]1[C;H1:8]2[C;H2:9][C;H2:10][C;H1:11]34)).[O;-1:12]>>[#46;-1:1]31([O,Cl,Br,I:2])([O,Cl,Br,I:3])([C;H1:11]2([C;H2:10][C;H2:9][C;H1:8]([O;+0:12])[C;H1:7]1[C;H2:6][C;H2:5][C;H1:4]23))"
